index,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
31092558,20210706,31092558,10169888,Taste (Feat. Offset),Tyga,Taste (Feat. Offset),랩/힙합,"25,753",#힙합 #랩 #외국힙합 #외힙
31093710,20210706,31093710,10170069,Red Diary Page.2,볼빨간사춘기,여행,"인디음악, 록/메탈","257,217",#좋아요10만 #여름노래 #여름 #회상
31093744,20210706,31093744,10170076,WELOVE LIVE II,WELOVE,낮은 곳으로,CCM,"8,264",#찬양 #CCM #CCM탑백
31093748,20210706,31093748,10170076,WELOVE LIVE II,WELOVE,하나님의 사랑이,CCM,"7,031",#찬양 #CCM #CCM탑백
31100754,20210706,31100754,10171403,We Make You,세븐틴,Call Call Call!,J-POP,"36,336",#Jpop탑백 #세븐틴
31101761,20210706,31101761,10171533,Beethoven : Piano Sonata No.14 In C Sharp Minor Op.27-2 'Moonlight' / Piano Sonata No.8 In C Minor Op.13 'Pathetique' / Piano Sonata No.23 In F Minor Op.57 'Appassionata',Dubravka Tomsic,"베토벤 : 피아노 소나타 14번 '월광' - 3악장 (Beethoven : Piano Sonata No. 14 in C sharp minor, Op. 27 No. 2 ‘Moonlight' - III. Presto agitato",클래식,"2,371",#오페라 #온다리쿠 #꿀벌과천둥 #교향악단
31106358,20210706,31106358,10172261,마음이 편안해지는 선율,add_P,시대를 초월한 마음 (時代を越える想い) (이누야샤 OST),뉴에이지,"11,388",#뉴에이지탑백 #뉴에이지 #힐링
31106706,20210706,31106706,10172306,Red Pill Blues (Deluxe),Maroon 5,Girls Like You (Feat. Cardi B),POP,"81,811",#매력적인 #드라이브 #남자보컬 #기분전환
31119285,20210706,31119285,10174407,IN THE BIBLE,염평안,요게벳의 노래 (Feat. 조찬미),CCM,"16,997",#찬양 #CCM #CCM탑백
31120510,20210706,31120510,10174591,"2018戀歌 (연가), 6월의 고백 '축가'",전우성 (노을),축가,발라드,"42,165",#추억 #감성 #발라드탑백 #발라드
31123623,20210706,31123623,10175102,닿는 순간,창모 (CHANGMO),Selfmade Orange (Feat. SUPERBEE),랩/힙합,"99,870",#힙합 #감성힙합 #스트레스 #취향저격
31128048,20210706,31128048,10175895,Born To Be Yours,"Kygo , Imagine Dragons",Born To Be Yours,일렉트로니카,"23,285",#클럽 #팝송 #운동 #음색
31129699,20210706,31129699,10176142,Bossa Nova 芭莎諾娃,Sunset Rollercoaster 落日飛車,I Know You Know I Love You,월드뮤직,"2,982",#팝 #장르불문 #감성 #빈티지
31131273,20210706,31131273,10176415,SQUARE UP,BLACKPINK,뚜두뚜두 (DDU-DU DDU-DU),랩/힙합,"236,950",#걸그룹 #좋아요10만 #기분전환 #회상
31131274,20210706,31131274,10176415,SQUARE UP,BLACKPINK,Forever Young,댄스,"177,779",#걸그룹 #좋아요10만 #기분전환 #회상
31136882,20210706,31136882,10177313,JINJI KIKKO 金桔希子,Sunset Rollercoaster 落日飛車,My Jinji,월드뮤직,"9,001",#zoodasa #주다사 #감성 #팝송
31139243,20210706,31139243,10177623,Dan + Shay,Dan + Shay,Keeping Score (Feat. Kelly Clarkson),포크/블루스/컨트리,"2,362",#팝송을 #여름밤 #청량함 #드라이브
31148026,20210706,31148026,10178996,웃으며,"문성욱 , 임재현",웃으며,인디음악,"45,908",#이별 #센치 #그리움 #발라드
31149423,20210706,31149423,10179170,진아식당 Full Course,이진아,RUN (With GRAY),재즈,"14,458",#사랑 #힙합 #랩 #고백
31151836,20210706,31151836,10179508,Take,숀 (SHAUN),Way Back Home,인디음악,"314,196",#이별 #좋아요10만 #그리움 #회상
31153914,20210706,31153914,10179948,Gimme Gimme,Johnny Stimson,Gimme Gimme,POP,"29,289",#매력적인 #드라이브 #남자보컬 #출근길
31164090,20210706,31164090,10181438,The Fairy Tale,멜로망스,동화,인디음악,"112,457",#카페 #좋아요10만 #인디 #회상
31172510,20210706,31172510,10182740,헤어지던 밤,어쿠루브,헤어지던 밤,"인디음악, 포크/블루스","36,255",#추억 #이별 #슬픔
31175119,20210706,31175119,10183127,Summer Nights,TWICE (트와이스),Dance The Night Away,댄스,"172,888",#걸그룹 #좋아요10만 #기분전환 #회상
31183204,20210706,31183204,10184385,Satisfied (Feat. MAX) / Mama Look At Me Now,Galantis,Satisfied (Feat. MAX),일렉트로니카,"17,923",#멜로너 #런닝머신 #운동 #Pop
31186298,20210706,31186298,10184960,작야 (昨夜),조선블루스,작야 (昨夜),국악,"6,106",#크로스오버 #국악 #국악탑백
31196658,20210706,31196658,10186657,원하고 바라고 기도합니다,찬미워십,원하고 바라고 기도합니다,CCM,"8,154",#찬양 #CCM #CCM탑백
31209634,20210706,31209634,10188548,Darkside,Alan Walker,Darkside (Feat. Tomine Harket & Au/Ra),일렉트로니카,"24,324",#한강 #라운지 #매장음악 #트렌디
31215668,20210706,31215668,10189386,Father Of Asahd,DJ Khaled,"No Brainer (Feat. Justin Bieber, Chance the Rapper & Quavo)",랩/힙합,"48,950",#클럽 #팝송 #운동 #음색
31215737,20210706,31215737,10189400,생활성가 노래패 FOR Vol.05 Deo Gratias 20주년 기념음반,생활성가 노래패 For,"묵상 (고 이태석 신부님을 추모하며) (Feat. 이재석, 연광흠, 한덕훈)",종교음악,99,
31225710,20210706,31225710,10190987,Beautiful (Feat. Camila Cabello),Bazzi,Beautiful (Feat. Camila Cabello),R&B/Soul,"33,376",#팝 #감각적인 #그루브 #드라이브
31227080,20210706,31227080,10191224,ASTROWORLD,Travis Scott,SICKO MODE,랩/힙합,"33,696",#클럽 #힙합 #랩 #운동
31236592,20210706,31236592,10192741,Marigold,Aimyon,Marigold,J-POP,"5,036",#여행 #JPOP #산책
31237426,20210706,31237426,10192906,Broke,Samm Henshaw,Broke,R&B/Soul,"27,295",#주말 #감성 #팝송 #혼자만의시간
31244277,20210706,31244277,10194013,Feel The Same,fcj,Feel The Same (Feat. chevy),포크/블루스/컨트리,"2,727",#팝 #카페 #감성 #팝송
31254010,20210706,31254010,10195495,계단말고 엘리베이터,임영웅,계단말고 엘리베이터,트로트,"50,160",#미스터트롯 #트로트 #임영웅
31263577,20210706,31263577,10196980,4.1,10CM,매트리스,"인디음악, 포크/블루스","94,729",#사랑 #설렘 #카페 #잔잔한
31263811,20210706,31263811,10152583,Love Me / Love Me Not,HONNE,Crying Over You ◐,일렉트로니카,"19,469",#감각적인 #카페 #드라이브 #기분전환
31266079,20210706,31266079,10197449,마커스워십 ON Vol.3,마커스워십 (MARKERS WORSHIP),내 마음을 가득 채운 (인도 : 심종호),CCM,"4,142",#2018 #CCM #CCM탑백
31266080,20210706,31266080,10197449,마커스워십 ON Vol.3,마커스워십 (MARKERS WORSHIP),꽃들도 (인도 : 소진영),CCM,"14,523",#찬양 #CCM #CCM탑백
31266282,20210706,31266282,10197480,LOVE YOURSELF 結 'Answer',방탄소년단,Euphoria,랩/힙합,"227,868",#댄스 #좋아요10만 #아이돌 #회상
31266290,20210706,31266290,10197480,LOVE YOURSELF 結 'Answer',방탄소년단,IDOL,랩/힙합,"314,982",#다이어트 #좋아요10만 #운동 #회상
31266570,20210706,31266570,10197564,WELOVE ON THE RIVER,WELOVE,주의 나라,CCM,"6,195",#찬양 #CCM #CCM탑백
31266571,20210706,31266571,10197564,WELOVE ON THE RIVER,WELOVE,주 나와 함께하시니 (시편23편),CCM,"4,261",#찬양 #CCM #CCM탑백
31291960,20210706,31291960,10175630,Brighter Days,"Meghan Trainor , Ella Eyre , Sigala",Just Got Paid (Feat. French Montana),일렉트로니카,"19,411",#클럽 #팝송 #운동 #음색
31295312,20210706,31295312,10202362,Trip,릴러말즈 (Leellamarz),Trip (Feat. Hannah),랩/힙합,"62,884",#감성힙합 #취향저격 #감성 #팝송
31296960,20210706,31296960,10202617,달이 참 예쁘다고,이승윤,달이 참 예쁘다고,"인디음악, 록/메탈","13,344",#인디 #밴드음악 #인디탑백 #싱어게인
31302310,20210706,31302310,10203500,헤어지는 중,펀치 (Punch),헤어지는 중,R&B/Soul,"121,005",#이별 #좋아요10만 #그리움 #회상
31305022,20210706,31305022,10204008,残酷な天使のテーゼ (잔혹한 천사의 테제) (신세기 에반게리온),Takahashi Yoko,残酷な天使のテーゼ (잔혹한 천사의 테제) - TV 애니메이션 「신세기 에반게리온」 주제가,J-POP,"4,689",#보컬로이드 #우타이테 #일본애니 #애니메이션OST
31310517,20210706,31310517,10204811,핑크퐁 상어가족 EDM Remix 2018,핑크퐁,Baby Shark EDM Remix 2018,어린이/태교,"1,395",#동요 #아기상어 #핑크퐁 #율동
31324607,20210706,31324607,10207131,사랑에 연습이 있었다면,임재현,사랑에 연습이 있었다면 (Prod. 2soo),발라드,"206,389",#이별 #좋아요10만 #그리움 #회상
31327649,20210706,31327649,10186644,Politics of Living,Kodaline,Brother,록/메탈,"2,569",#록탑백 #장마 #록 #비
31327952,20210706,31327952,10207673,2018 월드챔피언십,League of Legends,"RISE (Feat. The Glitch Mob, Mako & The Word Alive)",록/메탈,"12,359",#록탑백 #흥나는 #록 #운동
31337978,20210706,31337978,10209313,Malibu Nights,LANY,Malibu Nights,일렉트로니카,"52,111",#감성 #기분전환 #팝송 #Pop
31338894,20210706,31338894,10209384,A Star Is Born Soundtrack,"Bradley Cooper , Lady Gaga",Shallow,OST,"65,828",#팝 #가을 #OST #비
31338922,20210706,31338922,10209384,A Star Is Born Soundtrack,Bradley Cooper,Maybe It's Time,포크/블루스/컨트리,"5,551",#서정적 #취향저격 #감성 #기분전환
31340985,20210706,31340985,10209647,쇼미더머니 777 Episode 1,"Kid Milli , pH-1 , 루피 (Loopy)",Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),랩/힙합,"174,122",#야경 #좋아요10만 #멜로우힙합 #회상
31341509,20210706,31341509,10209752,I met you when I was 18. (the playlist),Lauv,I Like Me Better,POP,"116,839",#매력적인 #하이틴 #남자보컬 #기분전환
31341517,20210706,31341517,10209752,I met you when I was 18. (the playlist),Lauv,Never Not,POP,"108,820",#이별 #팝송 #그리움 #음색
31341518,20210706,31341518,10209752,I met you when I was 18. (the playlist),Lauv,Paris In The Rain,POP,"256,441",#팝 #매력적인 #카페 #남자보컬
31346009,20210706,31346009,10210535,삐삐,아이유,삐삐,R&B/Soul,"277,572",#좋아요10만 #노래추천 #잔잔 #회상
31348703,20210706,31348703,10210920,Selfless,Kiana Lede,EX,R&B/Soul,"84,905",#이별 #그리움 #감성 #팝송
31351144,20210706,31351144,10211363,Ella Mai,Ella Mai,Trip,R&B/Soul,"15,227",#팝 #카페 #밤 #그루브
31351492,20210706,31351492,10211398,"Destination Rachmaninov: Departure (라흐마니노프 피아노 협주곡 2,4번)","Daniil Trifonov , Yannick Nezet-Seguin , The Philadelphia Orchestra","라흐마니노프: 피아노 협주곡 2번 C단조, Op. 18: 1. Moderato",클래식,"2,978",#피아노 #클래식명작 #클래식명반 #2021
31357150,20210706,31357150,10212345,당신 날개 펼치소서_바오로딸 수녀들의 기도노래 3 (바오로딸뮤직),성바오로딸 수도회,하늘의 태양은 못되더라도,종교음악,222,#종교음악 #휴식 #가톨릭음악 #기분전환
31357153,20210706,31357153,10212345,당신 날개 펼치소서_바오로딸 수녀들의 기도노래 3 (바오로딸뮤직),성바오로딸 수도회,당신 날개 펼치소서,종교음악,212,#종교음악 #휴식 #가톨릭음악 #기분전환
31357154,20210706,31357154,10212345,당신 날개 펼치소서_바오로딸 수녀들의 기도노래 3 (바오로딸뮤직),성바오로딸 수도회,꽃,종교음악,463,#종교음악 #휴식 #가톨릭음악 #기분전환
31357157,20210706,31357157,10212345,당신 날개 펼치소서_바오로딸 수녀들의 기도노래 3 (바오로딸뮤직),성바오로딸 수도회,아무것도 너를,종교음악,639,#종교음악 #가톨릭음악 #가톨릭 #천주교
31367630,20210706,31367630,10152634,You Come First (feat. Saweetie),Zak Abel,You Come First (feat. Saweetie),R&B/Soul,"18,167",#매력적인 #남자보컬 #감성 #팝송
31368699,20210706,31368699,10214084,니가 왜 거기서 나와,영탁,니가 왜 거기서 나와 (Narr. 고은아),트로트,"53,918",#성인가요 #미스터트롯 #트로트
31369591,20210706,31369591,10214209,마커스워십2018 (Markers Worship 2018) SINGING I GO,마커스워십 (MARKERS WORSHIP),주만 의지해 Trust Him (인도 : 심종호),CCM,"10,170",#2018 #CCM #CCM탑백
31373277,20210706,31373277,10214874,뷰티 인사이드 OST Part.4,케이윌,내 생에 아름다운,OST,"149,978",#가을 #이별 #그리움 #감성
31382559,20210706,31382559,10216299,MINT,Abir,Tango,POP,"95,658",#팝송 #배경음악 #창작 #음색
31388145,20210706,31388145,10217134,너를 만나,폴킴,너를 만나,발라드,"290,406",#가을 #좋아요10만 #감성 #회상
31402611,20210706,31402611,10219179,"thank u, next",Ariana Grande,"thank u, next",POP,"158,550",#좋아요10만 #가사를읽다 #믿듣선 #회상
31411223,20210706,31411223,10216329,Line by Line,PREP,Line by Line (feat. Cory Wong & Paul Jackson Jr),R&B/Soul,"13,819",#팝 #zoodasa #주다사 #여행
31413372,20210706,31413372,10220783,Origins (Deluxe),Imagine Dragons,Natural,록/메탈,"44,045",#드라이브 #기분전환 #팝
31413376,20210706,31413376,10220783,Origins (Deluxe),Imagine Dragons,Bad Liar,록/메탈,"14,717",#광고음악 #배경음악 #OST #영화
31417871,20210706,31417871,10221424,SOLO,제니 (JENNIE),SOLO,랩/힙합,"201,809",#걸그룹 #좋아요10만 #기분전환 #회상
31426124,20210706,31426124,10222654,잔잔한 감동을 더해주는 해금 & 가야금,,월량대표아적심 (月亮代表我的心) (첨밀밀 OST),국악,159,#국악 #도움 #국악음악 #국악탑백
31437176,20210706,31437176,10224437,WELOVE UNDERGROUND,WELOVE,시간을 뚫고,CCM,"13,800",#찬양 #CCM #CCM탑백
31438785,20210706,31438785,10224683,자화상,장사익,목포의 눈물,국악,97,#국악 #도움 #국악음악 #국악탑백
31444012,20210706,31444012,10225410,2 soon,keshi,2 soon,R&B/Soul,"100,308",#이별 #그리움 #감성 #팝송
31456835,20210706,31456835,10227370,A Brief Inquiry Into Online Relationships,The 1975,Sincerity Is Scary,록/메탈,"16,610",#팝 #카페 #감성 #팝송
31470006,20210706,31470006,10229387,행복,오반 (OVAN),행복,인디음악,"115,708",#좋아요10만 #드라이브 #감성 #회상
31481700,20210706,31481700,10231033,Remember Us : Youth Part 2,DAY6 (데이식스),행복했던 날들이었다,록/메탈,"65,165",#시티팝 #감성 #퇴근길 #팝송
31495060,20210706,31495060,10106220,Different World,"Alan Walker , K-391 , Emelie Hollow",Lily,일렉트로니카,"15,026",#한강 #라운지 #드라이브 #기분전환
31496476,20210706,31496476,10233384,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),"Swae Lee , Post Malone",Sunflower (Spider-Man: Into the Spider-Verse),"랩/힙합, 국외영화","92,894",#zoodasa #주다사 #감성 #팝송
31499379,20210706,31499379,10233795,푸를 청(靑) 2,천주교 인천교구 청소년사목국,주님의 기도,종교음악,90,#기분전환 #휴식
31509376,20210706,31509376,10235362,12:45 (Stripped),Etham,12:45 (Stripped),POP,"141,328",#매장음악 #드라이브 #감성 #팝송
31511953,20210706,31511953,10235670,San Francisco (feat. Sofia Carson),Galantis,San Francisco (feat. Sofia Carson),일렉트로니카,"21,284",#힙한 #런닝머신 #편집샵 #운동
31513317,20210706,31513317,10235843,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit] (Streaming Ver.),숀 (SHAUN),Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],일렉트로니카,"20,982",#힙한 #매장음악 #편집샵 #트렌디
31514966,20210706,31514966,10236053,Wow.,Post Malone,Wow.,랩/힙합,"35,623",#클럽 #힙합 #랩 #운동
31523810,20210706,31523810,10237311,주님의 마음 있는 곳,아이자야 씩스티원,주님의 마음 있는 곳,CCM,"3,005",#2018 #CCM #CCM탑백
31524320,20210706,31524320,10237420,그때가 좋았어,케이시 (Kassy),그때가 좋았어,발라드,"214,720",#가을 #이별 #그리움 #감성
31532656,20210706,31532656,10238711,FLY HIGH PROJECT #2 '옥탑방',엔플라잉 (N.Flying),옥탑방 (Rooftop),록/메탈,"253,743",#좋아요10만 #운전 #운동 #회상
31532833,20210706,31532833,10238735,Young & Reckless,"Kryga , Jason Thurell",Young & Reckless,일렉트로니카,"13,293",#드라이브 #여행 #매장음악
31532965,20210706,31532965,10238781,Indigo,Chris Brown,Undecided,R&B/Soul,"21,929",#남자보컬 #감각적인 #매력적인
31533430,20210706,31533430,10238892,Cradles (NCS),Sub Urban,Cradles,일렉트로니카,"16,806",#팝 #감성 #기분전환 #팝송
31535725,20210706,31535725,10239123,Cuz I Love You (Deluxe),Lizzo,Juice,POP,"69,709",#주말 #감성 #기분전환 #팝송
31562758,20210706,31562758,10243052,Beautiful Creature,Miia,Beautiful Creature,월드뮤직,302,#용기 #매장음악 #드라이브 #Pop
31567235,20210706,31567235,10243766,7 rings,Ariana Grande,7 rings,POP,"121,441",#한강 #라운지 #가사를읽다 #믿듣선
31568946,20210706,31568946,10244131,타요 스페셜 앨범 (생일축하송),꼬마버스 타요,꼬마버스 타요 오프닝,어린이/태교,"2,163",#아이코닉스 #신나는 #뽀로로 #타요
31575782,20210706,31575782,10245069,네 번째 이야기,에이치코드 (H:CODE),그대 없는 밤에 (Feat. 전상근),인디음악,"40,233",#추억 #센치 #감성 #발라드
31576009,20210706,31576009,10245121,이 노래가 클럽에서 나온다면,우디 (Woody),이 노래가 클럽에서 나온다면,인디음악,"123,678",#다이어트 #좋아요10만 #운동 #회상
31591571,20210706,31591571,10247794,그대가 살아서,정동원,그대가 살아서,인디음악,"41,645",#추억 #이별 #그리움 #감성
31593720,20210706,31593720,10248126,김봉곤 훈장과 청학동 국악자매의 2018 자선 콘서트,김봉곤 훈장과 청학동 국악자매,모두 다 꽃이야,국악,"1,302",#국악 #도움 #국악음악 #국악탑백
31594506,20210706,31594506,10248248,VIDA,"Luis Fonsi , Daddy Yankee",Despacito,월드뮤직,"1,694",#라틴팝 #라틴음악 #Latin #라틴
31594510,20210706,31594510,10248248,VIDA,"Luis Fonsi , Daddy Yankee",Despacito (Remix) (Feat. Justin Bieber),월드뮤직,"11,835",#한강 #라운지 #노을 #트로피컬
31598143,20210706,31598143,10248938,Free Spirit,"Disclosure , Khalid",Talk,R&B/Soul,"111,888",#카페음악 #카페 #감성 #팝송
31600265,20210706,31600265,10249220,World War Joy,"5 Seconds of Summer , The Chainsmokers",Who Do You Love,일렉트로니카,"41,567",#팝 #팝송 #주말 #음색
31603430,20210706,31603430,10249879,Drive Slow,Mac Ayres,Easy,R&B/Soul,"22,583",#팝 #카페 #감성 #팝송
31605233,20210706,31605233,10250181,사랑 중에 사랑,WELOVE,사랑 중에 사랑,CCM,"6,181",#찬양 #CCM #CCM탑백
31606729,20210706,31606729,10250473,IT'z Different,ITZY (있지),달라달라,댄스,"157,612",#걸그룹 #좋아요10만 #기분전환 #회상
31614818,20210706,31614818,10251801,Please Me,"Bruno Mars , Cardi B",Please Me,랩/힙합,"21,023",#재현 #섹시 #nct #그루브
31615264,20210706,31615264,10251939,Forget It All,Sunset City,Forget It All (Feat. Samantha Jade),일렉트로니카,"11,533",#헬스 #노래추천 #운동 #잔잔
31617588,20210706,31617588,10252289,Can I Love ?,Cosmic Boy,"Can I Love ? (Feat. 유라(youra), Meego)",R&B/Soul,"81,529",#팝송 #노래추천 #감성 #잔잔
31621517,20210706,31621517,10252904,Con Calma,Daddy Yankee,Con Calma (Feat. Snow),월드뮤직,"1,752",#댄스팝 #빌보드 #이태원 #2019
31621518,20210706,31621518,10252905,"summer,",Jeremy Zucker,comethru,POP,"187,824",#팝 #감성 #비 #팝송
31624517,20210706,31624517,10253396,바라봐줘요,죠지,바라봐줘요,인디음악,"55,582",#인디음악 #cksraum #감성 #팝송
31629621,20210706,31629621,10254357,SO JIN YOUNG 소진영,소진영,나의 한숨을 바꾸셨네 He Changed My Sigh,CCM,"7,757",#찬양 #CCM #CCM탑백
31634624,20210706,31634624,10255146,JAZZ LOUNGE CAFE - Piano Instrument,add_P,Luv Letter (채널A '하트 시그널2' 배경음악),재즈,"5,857",#프렌즈 #하트시그널 #동양풍 #사극
31641233,20210706,31641233,10256332,"Piano, New Age…",달빛여행,바다여행,뉴에이지,268,#뉴에이지탑백 #뉴에이지 #북카페 #여유
31644014,20210706,31644014,10256817,Pressure,The Score,Stronger,록/메탈,"2,034",#BMW #광고음악 #배경음악 #드라이브
31649993,20210706,31649993,10257848,GIRL,Maren Morris,The Bones,포크/블루스/컨트리,"7,830",#팝 #매장음악 #드라이브 #여행
31652857,20210706,31652857,10258451,4.3,10CM,그러나,포크/블루스,"75,171",#가을 #인디음악 #cksraum #감성
31655265,20210706,31655265,10258879,내 마음속 이야기,소담소담,내 마음속 이야기,뉴에이지,157,#뉴에이지탑백 #뉴에이지 #북카페 #여유
31655897,20210706,31655897,10259010,Lots of Love,홍진영,오늘 밤에,트로트,"59,704",#성인가요 #미스터트롯 #트로트
31656530,20210706,31656530,10259188,Here With Me,"Marshmello , CHVRCHES",Here With Me,일렉트로니카,"20,087",#팝송 #헬스 #운동 #음색
31657932,20210706,31657932,10259403,préparation(쁘레빠라씨용),장윤정,목포행 완행열차,트로트,"25,560",#성인가요 #성인음악탑백 #트로트
31657937,20210706,31657937,10259403,préparation(쁘레빠라씨용),장윤정,사랑 참,트로트,"17,370",#성인가요 #성인음악탑백 #트로트
31666417,20210706,31666417,10260858,전설,잔나비,주저하는 연인들을 위해,"인디음악, 록/메탈","293,919",#인디음악 #노래추천 #cksraum #잔잔
31666673,20210706,31666673,10260941,Enough,Rachel Wammack,Enough,포크/블루스/컨트리,185,#포크탑백 #포크 #감성 #기분전환
31674786,20210706,31674786,10262378,Our love is great,백예린 (Yerin Baek),그건 아마 우리의 잘못은 아닐 거야,R&B/Soul,"158,422",#인디음악 #좋은노래 #cksraum #감성
31674787,20210706,31674787,10262378,Our love is great,백예린 (Yerin Baek),Dear my blue,재즈,"31,714",#좋은노래 #감성 #힐링 #음색
31674790,20210706,31674790,10262378,Our love is great,백예린 (Yerin Baek),지켜줄게,포크/블루스,"60,622",#인디음악 #좋은노래 #cksraum #감성
31680819,20210706,31680819,10263661,On My Way,"Alan Walker , Farruko , Sabrina Carpenter",On My Way (배틀그라운드 모바일 배경음악),일렉트로니카,"103,845",#스트레스 #클럽 #운동
31684634,20210706,31684634,10264375,장범준 3집,장범준,당신과는 천천히,록/메탈,"114,777",#사랑 #봄 #좋아요10만 #회상
31684636,20210706,31684636,10264375,장범준 3집,장범준,노래방에서,록/메탈,"189,766",#좋은노래 #좋아요10만 #감성 #회상
31686344,20210706,31686344,10264723,Old Town Road,Lil Nas X,Old Town Road,랩/힙합,"38,757",#zoodasa #주다사 #드라이브 #기분전환
31687985,20210706,31687985,10265005,ASH,ASH ISLAND,Paranoid,랩/힙합,"100,394",#국내힙합 #힙합 #새벽 #트렌디
31688205,20210706,31688205,10265079,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),발라드,"231,394",#회상 #좋아요10만 #발라드탑백 #발라드
31691453,20210706,31691453,10265656,안녕이라는 말,송이한,안녕이라는 말,R&B/Soul,"36,624",#감성 #이별 #추억
31701428,20210706,31701428,10267565,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,bad guy,POP,"246,950",#월간믿듣선 #믿고_듣는_선민 #좋아요10만 #회상
31703498,20210706,31703498,10267986,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,발라드,"186,395",#이별 #노래추천 #그리움 #잔잔
31709522,20210706,31709522,10268898,사춘기집Ⅰ 꽃기운,볼빨간사춘기,나들이 갈까,포크/블루스,"33,213",#사랑 #벚꽃 #봄
31709523,20210706,31709523,10268898,사춘기집Ⅰ 꽃기운,볼빨간사춘기,"나만, 봄","인디음악, 포크/블루스","165,030",#사랑 #봄 #좋아요10만 #회상
31709524,20210706,31709524,10268898,사춘기집Ⅰ 꽃기운,볼빨간사춘기,별 보러 갈래?,"인디음악, 포크/블루스","103,532",#좋아요10만 #인디 #입문 #회상
31709526,20210706,31709526,10268898,사춘기집Ⅰ 꽃기운,볼빨간사춘기,Mermaid,포크/블루스,"73,028",#밤 #감성 #까페
31710272,20210706,31710272,10269038,혜봉스님 불경 모음,혜봉스님,천수경,종교음악,145,#찬불가
31710273,20210706,31710273,10269038,혜봉스님 불경 모음,혜봉스님,우리말 천수경,종교음악,46,
31710275,20210706,31710275,10269038,혜봉스님 불경 모음,혜봉스님,반야심경,종교음악,133,#찬불가
31710277,20210706,31710277,10269038,혜봉스님 불경 모음,혜봉스님,관세음보살 정근,종교음악,47,#찬불가
31710278,20210706,31710278,10269038,혜봉스님 불경 모음,혜봉스님,우리말 반야심경,종교음악,41,
31710280,20210706,31710280,10269038,혜봉스님 불경 모음,혜봉스님,지장보살 정근,종교음악,49,#찬불가
31710281,20210706,31710281,10269038,혜봉스님 불경 모음,혜봉스님,금강경,종교음악,99,#찬불가
31712315,20210706,31712315,10269480,바나나차차,뽀로로,바나나차차,어린이/태교,"13,664",#태교 #동요모음 #동요 #도움
31713956,20210706,31713956,10269777,Harunohi,Aimyon,Harunohi,J-POP,"3,533",#여행 #JPOP #산책
31717822,20210706,31717822,10270288,KILL THIS LOVE,BLACKPINK,Kill This Love,랩/힙합,"134,827",#걸그룹 #좋아요10만 #기분전환 #회상
31717823,20210706,31717823,10270288,KILL THIS LOVE,BLACKPINK,Don't Know What To Do,댄스,"93,172",#걸그룹 #댄스 #아이돌 #기분전환
31719821,20210706,31719821,10270660,Flower,Johnny Stimson,Flower,POP,"68,763",#카페음악 #팝 #카페
31724057,20210706,31724057,10271429,More ASH,ASH ISLAND,악몽,랩/힙합,"63,593",#감성힙합 #취향저격 #새벽 #트렌디
31726704,20210706,31726704,10271978,yours,데이먼스 이어 (Damons year),yours,인디음악,"28,518",#인디음악 #cksraum #감성 #팝송
31733304,20210706,31733304,10272972,Pop Artistry,Sarah Vaughan,A Lover's Concerto,재즈,"1,961",#OST #재즈 #뮤지컬 #재즈탑백
31737175,20210706,31737175,10273636,CORRESPONDENCE,Jens Lekman,Who Really Needs Who,포크/블루스/컨트리,723,#팝 #가을 #카페 #감성
31737197,20210706,31737197,10273641,MAP OF THE SOUL : PERSONA,방탄소년단,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),댄스,"423,455",#댄스 #좋아요10만 #아이돌 #회상
31737198,20210706,31737198,10273641,MAP OF THE SOUL : PERSONA,방탄소년단,소우주 (Mikrokosmos),R&B/Soul,"247,390",#댄스 #좋아요10만 #아이돌 #회상
31750133,20210706,31750133,10275861,I Just Wanted You,Openside,I Just Wanted You,록/메탈,"15,511",#헬스 #드라이브 #기분전환 #운동
31754579,20210706,31754579,10276861,FANCY YOU,TWICE (트와이스),FANCY,댄스,"127,445",#댄스 #좋아요10만 #아이돌 #회상
31757695,20210706,31757695,10277472,우리가 물이 되어 만난다면,"송소희 , Acoustic Cafe",한강수타령,국악,312,#크로스오버 #국악 #국악탑백
31764407,20210706,31764407,10278778,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) (시몬스 침대 광고 삽입곡),일렉트로니카,"47,561",#zoodasa #주다사 #감성 #팝송
31768993,20210706,31768993,10279656,Painkiller,Ruel,Painkiller,POP,"130,805",#zoodasa #주다사 #감성 #팝송
31773569,20210706,31773569,10280596,미스트롯 FINAL STAGE,송가인,무명배우,트로트,"18,386",#성인가요 #성인음악탑백 #트로트
31776667,20210706,31776667,10281254,Mood For Love,Metropolitan Jazz Quartet,Mood For Love,재즈,"2,814",#보사노바 #오후 #재즈 #휴식
